Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,1.4851273E-5,1.6699274E-5,5.6698605E-5,3.3952737,4.0E-5,6.364676E-5,7.156649E-5,1.5156076E-4,2.1177616,8.0E-5,7.7462377E-4,8.7099726E-4,9.908928E-4,1.1376531,1.2E-4
6.1,1.4851273E-5,1.6699274E-5,5.6698605E-5,3.3952737,4.0E-5,6.364676E-5,7.156649E-5,1.5156076E-4,2.1177616,8.0E-5,7.7462377E-4,8.7099726E-4,9.908928E-4,1.1376531,1.2E-4
6.2,1.4851273E-5,1.6699274E-5,5.6698605E-5,3.3952737,4.0E-5,6.364676E-5,7.156649E-5,1.5156076E-4,2.1177616,8.0E-5,7.7462377E-4,8.7099726E-4,9.908928E-4,1.1376531,1.2E-4
6.3,1.0426831E-5,1.1891795E-5,5.189132E-5,4.3636236,4.0E-5,4.4685654E-5,5.0963874E-5,9.096183E-5,1.7848297,4.0E-5,5.43912E-4,6.2031444E-4,7.002648E-4,1.1288868,8.0E-5
6.4,1.0426831E-5,1.1891795E-5,5.189132E-5,4.3636236,4.0E-5,4.4685654E-5,5.0963874E-5,9.096183E-5,1.7848297,4.0E-5,5.43912E-4,6.2031444E-4,7.002648E-4,1.1288868,8.0E-5
6.5,9.25027E-6,1.0622797E-5,5.0622373E-5,4.7654467,4.0E-5,3.964341E-5,4.5525507E-5,8.552369E-5,1.8785883,4.0E-5,4.8255164E-4,5.54137E-4,6.3409266E-4,1.1442887,8.0E-5
6.6,7.904275E-6,9.16194E-6,9.16194E-6,1.0,0.0,3.3875025E-5,3.926489E-5,3.926489E-5,1.0,0.0,4.1235037E-4,4.779491E-4,5.1792996E-4,1.083651,4.0E-5
6.7,7.2061953E-6,8.409465E-6,8.409465E-6,1.0,0.0,3.088333E-5,3.6040088E-5,3.6040088E-5,1.0,0.0,3.7593965E-4,4.387034E-4,4.7868586E-4,1.0911378,4.0E-5
6.8,6.6948724E-6,7.844242E-6,7.844242E-6,1.0,0.0,2.8691995E-5,3.3617765E-5,3.3617765E-5,1.0,0.0,3.4926904E-4,4.09223E-4,4.4920662E-4,1.0977062,4.0E-5
6.9,6.0421025E-6,7.132518E-6,7.132518E-6,1.0,0.0,2.5894467E-5,3.0567597E-5,3.0567597E-5,1.0,0.0,3.1521954E-4,3.7210033E-4,3.7210033E-4,1.0,0.0
7.0,4.134091E-6,5.081757E-6,5.081757E-6,1.0,0.0,1.7717413E-5,2.1778787E-5,2.1778787E-5,1.0,0.0,2.1568815E-4,2.65126E-4,2.65126E-4,1.0,0.0
7.1,3.7674888E-6,4.6332075E-6,4.6332075E-6,1.0,0.0,1.6146281E-5,1.9856461E-5,1.9856461E-5,1.0,0.0,1.9656324E-4,2.4172712E-4,2.4172712E-4,1.0,0.0
7.2,3.4065345E-6,4.1579556E-6,4.1579556E-6,1.0,0.0,1.4599351E-5,1.7819697E-5,1.7819697E-5,1.0,0.0,1.777326E-4,2.1693471E-4,2.1693471E-4,1.0,0.0
7.3,2.9934936E-6,3.630208E-6,3.630208E-6,1.0,0.0,1.2829195E-5,1.5557951E-5,1.5557951E-5,1.0,0.0,1.5618425E-4,1.8940306E-4,1.8940306E-4,1.0,0.0
7.4,2.4049796E-6,2.8895333E-6,2.8895333E-6,1.0,0.0,1.0307015E-5,1.23836635E-5,1.23836635E-5,1.0,0.0,1.2548068E-4,1.5076212E-4,1.5076212E-4,1.0,0.0
7.5,1.2710091E-6,1.5137343E-6,1.5137343E-6,1.0,0.0,5.44717E-6,6.487424E-6,6.487424E-6,1.0,0.0,6.631728E-5,7.8982775E-5,7.8982775E-5,1.0,0.0
7.6,2.21172E-7,2.6043384E-7,2.6043384E-7,1.0,0.0,9.478797E-7,1.1161446E-6,1.1161446E-6,1.0,0.0,1.1540374E-5,1.3589005E-5,1.3589005E-5,1.0,0.0
