Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.22311038,0.013007707,0.017709563
6.1,0.22311038,0.013007707,0.017709563
6.2,0.22311038,0.013007707,0.017709563
6.3,0.1863837,0.012655042,0.017709563
6.4,0.1863837,0.012655042,0.017709563
6.5,0.16506574,0.0125281615,0.017709563
6.6,0.14991824,0.012466441,0.017709563
6.7,0.13624084,0.012397668,0.017709563
6.8,0.12342036,0.009891479,0.015348288
6.9,0.11172201,0.007292016,0.0070838253
7.0,0.10318596,0.007011362,0.0070838253
7.1,0.09650486,0.0064049996,0.0059031877
7.2,0.08905872,0.005811432,0.00472255
7.3,0.06372201,0.005134635,0.00472255
7.4,0.038315225,0.0038456244,0.002361275
7.5,0.012823021,0.002679132,0.002361275
7.6,0.005893794,0.0013148639,0.002361275
7.7,0.0025333527,3.2320662E-4,0.0011806375
