
X-Axis: Magnitude
Y-Axis: 10 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.0021396813
6.1	  0.0021396813
6.2	  0.0021396813
6.3	  0.0021396813
6.4	  0.0021396813
6.5	  0.0015563103
6.6	  0.0015563103
6.7	  0.0013951553
6.8	  0.001214175
6.9	  0.0010937268
7.0	  8.935372E-4
7.1	  7.414721E-4
7.2	  4.7460053E-4
7.3	  3.2054266E-4
7.4	  2.1129279E-4
7.5	  1.0367952E-4
7.6	  1.3421517E-5
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.0021442557
6.1	  0.0021442557
6.2	  0.0021442557
6.3	  0.0021442557
6.4	  0.0021442557
6.5	  0.0015501656
6.6	  0.0015501656
6.7	  0.0013860738
6.8	  0.0012018873
6.9	  0.0010793337
7.0	  8.7554497E-4
7.1	  7.206299E-4
7.2	  4.4883334E-4
7.3	  2.936293E-4
7.4	  1.8640817E-4
7.5	  8.259767E-5
7.6	  9.05428E-6
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.0022240842
6.1	  0.0022240842
6.2	  0.0022240842
6.3	  0.0022240842
6.4	  0.0022240842
6.5	  0.0015901036
6.6	  0.0015901036
6.7	  0.0014260183
6.8	  0.0012418393
6.9	  0.0011192906
7.0	  8.955274E-4
7.1	  7.406155E-4
7.2	  4.5882884E-4
7.3	  2.936293E-4
7.4	  1.8640817E-4
7.5	  8.259767E-5
7.6	  9.05428E-6
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  8.0E-5
6.1	  8.0E-5
6.2	  8.0E-5
6.3	  8.0E-5
6.4	  8.0E-5
6.5	  4.0E-5
6.6	  4.0E-5
6.7	  4.0E-5
6.8	  4.0E-5
6.9	  4.0E-5
7.0	  2.0E-5
7.1	  2.0E-5
7.2	  1.0E-5
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


