Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,0.0021730233,0.00245745,0.002527278,1.0284148,7.0E-5,0.021518968,0.024384614,0.024482176,1.0040009,1.0E-4
6.1,9.065282E-4,8.790618E-4,8.990442E-4,1.0227315,2.0E-5,0.009028391,0.008756988,0.008796638,1.0045278,4.0E-5
6.2,7.6267915E-4,7.132073E-4,7.132073E-4,1.0,0.0,0.007600669,0.007109627,0.0071195564,1.0013965,1.0E-5
6.3,7.069015E-4,6.510988E-4,6.510988E-4,1.0,0.0,0.00704657,0.006492275,0.00650221,1.0015303,1.0E-5
6.4,6.831918E-4,6.248669E-4,6.248669E-4,1.0,0.0,0.006810953,0.0062314444,0.006241382,1.0015948,1.0E-5
6.5,6.3909404E-4,5.7635066E-4,5.7635066E-4,1.0,0.0,0.006372592,0.005748869,0.005748869,1.0,0.0
6.6,5.921717E-4,5.2496797E-4,5.2496797E-4,1.0,0.0,0.0059059616,0.0052375244,0.0052375244,1.0,0.0
6.7,5.667165E-4,4.964661E-4,4.964661E-4,1.0,0.0,0.005652734,0.004953804,0.004953804,1.0,0.0
6.8,5.564038E-4,4.8513585E-4,4.8513585E-4,1.0,0.0,0.005550127,0.0048410003,0.0048410003,1.0,0.0
6.9,5.236687E-4,4.4822405E-4,4.4822405E-4,1.0,0.0,0.005224364,0.004473411,0.004473411,1.0,0.0
7.0,4.975576E-4,4.1865272E-4,4.1865272E-4,1.0,0.0,0.00496445,0.0041788397,0.0041788397,1.0,0.0
7.1,4.803152E-4,3.9921363E-4,3.9921363E-4,1.0,0.0,0.004792784,0.003985161,0.003985161,1.0,0.0
7.2,3.984668E-4,3.0943064E-4,3.0943064E-4,1.0,0.0,0.0039775306,0.0030900547,0.0030900547,1.0,0.0
7.3,3.7822526E-4,2.9195778E-4,2.9195778E-4,1.0,0.0,0.0037758215,0.0029157975,0.0029157975,1.0,0.0
7.4,3.3336508E-4,2.5660804E-4,2.5660804E-4,1.0,0.0,0.0033286542,0.0025631618,0.0025631618,1.0,0.0
7.5,2.806312E-4,2.1306744E-4,2.1306744E-4,1.0,0.0,0.0028027708,0.002128643,0.002128643,1.0,0.0
7.6,2.1532185E-4,1.6113273E-4,1.6113273E-4,1.0,0.0,0.0021511333,0.001610167,0.001610167,1.0,0.0
7.7,1.3256045E-4,9.538854E-5,9.538854E-5,1.0,0.0,0.0013248142,9.534821E-4,9.534821E-4,1.0,0.0
7.8,2.5362791E-5,1.8313924E-5,1.8313924E-5,1.0,0.0,2.5359896E-4,1.8312426E-4,1.8312426E-4,1.0,0.0
7.9,1.068226E-6,6.6208236E-7,6.6208236E-7,1.0,0.0,1.0682209E-5,6.620805E-6,6.620805E-6,1.0,0.0
8.0,2.3185973E-7,1.0603316E-7,1.0603316E-7,1.0,0.0,2.3185949E-6,1.0603312E-6,1.0603312E-6,1.0,0.0
