Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.14792784,0.15416947,0.127
6.1,0.14792784,0.15416947,0.127
6.2,0.075984955,0.07802665,0.069
6.3,0.075984955,0.07802665,0.069
6.4,0.06330103,0.064867355,0.061
6.5,0.056243915,0.05757508,0.054
6.6,0.049296036,0.050418604,0.043
6.7,0.045749974,0.046776194,0.042
6.8,0.03826786,0.039099067,0.036
6.9,0.032544814,0.033241212,0.035
7.0,0.026381778,0.026931277,0.027
7.1,0.022895422,0.023379715,0.022
7.2,0.018115586,0.018504683,0.02
7.3,0.013277345,0.0135679925,0.018
7.4,0.010571913,0.010805758,0.014
7.5,0.0060768235,0.0062159672,0.009
7.6,6.8614166E-4,7.033696E-4,0.0
