
X-Axis: Magnitude
Y-Axis: 3 Year Probability
Number of Data Sets: 4


DATASET #1

     Name: UCERF3-TI
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.0014651422
6.1	  0.0012948721
6.2	  0.0012948721
6.3	  0.0010564806
6.4	  9.416436E-4
6.5	  7.031501E-4
6.6	  6.754276E-4
6.7	  5.879996E-4
6.8	  5.1298196E-4
6.9	  3.872209E-4
7.0	  2.3284076E-4
7.1	  1.8545982E-4
7.2	  1.671661E-4
7.3	  1.4671806E-4
7.4	  1.2959167E-4
7.5	  7.827883E-5
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: UCERF3-TD
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.0015554943
6.1	  0.0013509735
6.2	  0.0013509735
6.3	  0.0010638777
6.4	  9.274005E-4
6.5	  6.42698E-4
6.6	  6.1199703E-4
6.7	  5.118456E-4
6.8	  4.274526E-4
6.9	  2.824126E-4
7.0	  1.0493018E-4
7.1	  6.186038E-5
7.2	  5.872093E-5
7.3	  5.377196E-5
7.4	  5.1136918E-5
7.5	  3.415637E-5
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: UCERF3-ETAS
   Points: 31
     Info: 

Data[x,y]:
6.0	  0.0015654787
6.1	  0.0013509735
6.2	  0.0013509735
6.3	  0.0010638777
6.4	  9.274005E-4
6.5	  6.42698E-4
6.6	  6.1199703E-4
6.7	  5.118456E-4
6.8	  4.274526E-4
6.9	  2.824126E-4
7.0	  1.0493018E-4
7.1	  6.186038E-5
7.2	  5.872093E-5
7.3	  5.377196E-5
7.4	  5.1136918E-5
7.5	  3.415637E-5
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #4

     Name: ETAS Triggered Only
   Points: 31
     Info: 

Data[x,y]:
6.0	  1.0E-5
6.1	  0.0
6.2	  0.0
6.3	  0.0
6.4	  0.0
6.5	  0.0
6.6	  0.0
6.7	  0.0
6.8	  0.0
6.9	  0.0
7.0	  0.0
7.1	  0.0
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0


