Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,2.7907707E-5,2.7607006E-5,2.7607006E-5,1.0,0.0,1.19598975E-4,1.1831107E-4,1.5830634E-4,1.3380518,4.0E-5,0.0014551448,0.0014396093,0.001599379,1.1109812,1.6E-4
6.1,2.7907707E-5,2.7607006E-5,2.7607006E-5,1.0,0.0,1.19598975E-4,1.1831107E-4,1.5830634E-4,1.3380518,4.0E-5,0.0014551448,0.0014396093,0.001599379,1.1109812,1.6E-4
6.2,2.7907707E-5,2.7607006E-5,2.7607006E-5,1.0,0.0,1.19598975E-4,1.1831107E-4,1.5830634E-4,1.3380518,4.0E-5,0.0014551448,0.0014396093,0.001599379,1.1109812,1.6E-4
6.3,2.7907707E-5,2.7607006E-5,2.7607006E-5,1.0,0.0,1.19598975E-4,1.1831107E-4,1.5830634E-4,1.3380518,4.0E-5,0.0014551448,0.0014396093,0.001599379,1.1109812,1.6E-4
6.4,2.7907707E-5,2.7607006E-5,2.7607006E-5,1.0,0.0,1.19598975E-4,1.1831107E-4,1.5830634E-4,1.3380518,4.0E-5,0.0014551448,0.0014396093,0.001599379,1.1109812,1.6E-4
6.5,1.7990213E-5,1.6658836E-5,1.6658836E-5,1.0,0.0,7.709863E-5,7.1393435E-5,1.11390575E-4,1.5602356,4.0E-5,9.382716E-4,8.689348E-4,9.888306E-4,1.1379801,1.2E-4
6.6,9.650407E-6,7.4729483E-6,7.4729483E-6,1.0,0.0,4.135823E-5,3.202657E-5,3.202657E-5,1.0,0.0,5.0342013E-4,3.8986158E-4,4.6983038E-4,1.205121,8.0E-5
6.7,9.62828E-6,7.4508453E-6,7.4508453E-6,1.0,0.0,4.1263404E-5,3.1931846E-5,3.1931846E-5,1.0,0.0,5.022661E-4,3.8870872E-4,4.6867764E-4,1.2057296,8.0E-5
6.8,6.887523E-6,4.4764647E-6,4.4764647E-6,1.0,0.0,2.9517621E-5,1.9184721E-5,1.9184721E-5,1.0,0.0,3.5931775E-4,2.3355117E-4,2.735418E-4,1.1712286,4.0E-5
6.9,6.2722347E-6,3.81813E-6,3.81813E-6,1.0,0.0,2.6880729E-5,1.6363323E-5,1.6363323E-5,1.0,0.0,3.2722374E-4,1.9920728E-4,2.3919932E-4,1.2007558,4.0E-5
7.0,5.5320347E-6,3.0449671E-6,3.0449671E-6,1.0,0.0,2.3708504E-5,1.3049805E-5,1.3049805E-5,1.0,0.0,2.8861282E-4,1.5887163E-4,1.9886527E-4,1.2517356,4.0E-5
7.1,3.8794055E-6,1.2972122E-6,1.2972122E-6,1.0,0.0,1.6625918E-5,5.559469E-6,5.559469E-6,1.0,0.0,2.0240174E-4,6.768445E-5,1.0768174E-4,1.5909377,4.0E-5
7.2,3.4813652E-6,9.799196E-7,9.799196E-7,1.0,0.0,1.49200505E-5,4.1996486E-6,4.1996486E-6,1.0,0.0,1.8163648E-4,5.1129533E-5,9.112749E-5,1.7822866,4.0E-5
7.3,3.1682148E-6,7.841216E-7,7.841216E-7,1.0,0.0,1.3577992E-5,3.3605168E-6,3.3605168E-6,1.0,0.0,1.6529951E-4,4.0913525E-5,8.091189E-5,1.9776318,4.0E-5
7.4,2.9707667E-6,7.464202E-7,7.464202E-7,1.0,0.0,1.2731795E-5,3.1989398E-6,3.1989398E-6,1.0,0.0,1.5499859E-4,3.89464E-5,7.894484E-5,2.0270126,4.0E-5
7.5,2.3462758E-6,6.1088537E-7,6.1088537E-7,1.0,0.0,1.0055429E-5,2.6180774E-6,2.6180774E-6,1.0,0.0,1.2241797E-4,3.1874628E-5,7.187336E-5,2.2548766,4.0E-5
7.6,2.112783E-6,5.3464873E-7,5.3464873E-7,1.0,0.0,9.054753E-6,2.2913496E-6,2.2913496E-6,1.0,0.0,1.1023604E-4,2.7896827E-5,6.789571E-5,2.4338148,4.0E-5
7.7,1.7022471E-6,4.3143976E-7,4.3143976E-7,1.0,0.0,7.2953244E-6,1.8490263E-6,1.8490263E-6,1.0,0.0,8.881695E-5,2.2511664E-5,6.2510764E-5,2.7768166,4.0E-5
7.8,7.230914E-7,3.803605E-7,3.803605E-7,1.0,0.0,3.0989595E-6,1.6301153E-6,1.6301153E-6,1.0,0.0,3.772918E-5,1.9846475E-5,5.984568E-5,3.0154314,4.0E-5
7.9,4.3588446E-7,3.4959496E-7,3.4959496E-7,1.0,0.0,1.868075E-6,1.4982633E-6,1.4982633E-6,1.0,0.0,2.2743576E-5,1.8241204E-5,5.8240475E-5,3.1927977,4.0E-5
8.0,2.3317523E-7,3.2087686E-7,3.2087686E-7,1.0,0.0,9.99322E-7,1.3751859E-6,1.3751859E-6,1.0,0.0,1.2166677E-5,1.674276E-5,5.674209E-5,3.3890522,4.0E-5
8.1,1.4662456E-7,2.065131E-7,2.065131E-7,1.0,0.0,6.283908E-7,8.8505584E-7,8.8505584E-7,1.0,0.0,7.650631E-6,1.0775503E-5,5.077507E-5,4.712084,4.0E-5
8.2,5.4931775E-9,5.164059E-9,5.164059E-9,1.0,0.0,2.3542189E-8,2.213168E-8,2.213168E-8,1.0,0.0,2.8662612E-7,2.6945318E-7,2.6945318E-7,1.0,0.0
