Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,4.5103672E-5,5.4612585E-5,9.46104E-5,1.732392,4.0E-5,1.9328714E-4,2.3403409E-4,2.7402473E-4,1.1708753,4.0E-5,0.002350731,0.0028458177,0.0028857037,1.0140157,4.0E-5
6.1,4.5103672E-5,5.4612585E-5,9.46104E-5,1.732392,4.0E-5,1.9328714E-4,2.3403409E-4,2.7402473E-4,1.1708753,4.0E-5,0.002350731,0.0028458177,0.0028857037,1.0140157,4.0E-5
6.2,3.9363465E-5,4.7098747E-5,8.7096865E-5,1.8492395,4.0E-5,1.6868966E-4,2.0183699E-4,2.4182891E-4,1.1981398,4.0E-5,0.002051862,0.0024547323,0.0024946341,1.016255,4.0E-5
6.3,3.9363465E-5,4.7098747E-5,8.7096865E-5,1.8492395,4.0E-5,1.6868966E-4,2.0183699E-4,2.4182891E-4,1.1981398,4.0E-5,0.002051862,0.0024547323,0.0024946341,1.016255,4.0E-5
6.4,3.2311684E-5,3.7978454E-5,7.797694E-5,2.0531888,4.0E-5,1.384713E-4,1.6275501E-4,2.027485E-4,1.2457281,4.0E-5,0.0016845843,0.00197981,0.0020197309,1.020164,4.0E-5
6.5,3.2311684E-5,3.7978454E-5,7.797694E-5,2.0531888,4.0E-5,1.384713E-4,1.6275501E-4,2.027485E-4,1.2457281,4.0E-5,0.0016845843,0.00197981,0.0020197309,1.020164,4.0E-5
6.6,2.9305844E-5,3.4206074E-5,7.4204705E-5,2.169343,4.0E-5,1.2559042E-4,1.4658958E-4,1.8658371E-4,1.2728307,4.0E-5,0.0015279909,0.001783329,0.0018232577,1.02239,4.0E-5
6.7,2.7826512E-5,3.2366974E-5,7.236568E-5,2.2357876,4.0E-5,1.19251024E-4,1.3870856E-4,1.7870302E-4,1.2883344,4.0E-5,0.0014509142,0.001687529,0.0017274615,1.0236633,4.0E-5
6.8,2.3389874E-5,2.688505E-5,6.688398E-5,2.4877756,4.0E-5,1.0023846E-4,1.15216826E-4,1.5521221E-4,1.3471315,4.0E-5,0.00121972,0.0014019096,0.0014418535,1.0284926,4.0E-5
6.9,2.069209E-5,2.3585886E-5,6.358494E-5,2.6958895,4.0E-5,8.867737E-5,1.0107866E-4,1.410746E-4,1.3956914,4.0E-5,0.0010791123,0.0012299741,0.0012699248,1.032481,4.0E-5
7.0,1.7462342E-5,1.9646477E-5,5.9645692E-5,3.0359485,4.0E-5,7.483646E-5,8.4196596E-5,1.2419323E-4,1.4750385,4.0E-5,9.1075303E-4,0.0010246342,0.0010645932,1.0389984,4.0E-5
7.1,1.4807709E-5,1.645249E-5,5.645183E-5,3.431203,4.0E-5,6.3460066E-5,7.050886E-5,1.1050604E-4,1.5672646,4.0E-5,7.723524E-4,8.5812376E-4,8.9808943E-4,1.0465733,4.0E-5
7.2,1.4180048E-5,1.5708612E-5,5.5707984E-5,3.5463338,4.0E-5,6.077022E-5,6.732098E-5,1.0731829E-4,1.5941284,4.0E-5,7.396263E-4,8.19341E-4,8.593082E-4,1.0487797,4.0E-5
7.3,1.3730402E-5,1.5182046E-5,5.5181437E-5,3.634651,4.0E-5,5.8843252E-5,6.506438E-5,1.0506178E-4,1.6147357,4.0E-5,7.161811E-4,7.9188705E-4,8.3185534E-4,1.0504723,4.0E-5
7.4,1.2810095E-5,1.4118515E-5,5.411795E-5,3.8331192,4.0E-5,5.489925E-5,6.050661E-5,1.00504185E-4,1.6610448,4.0E-5,6.681934E-4,7.3643477E-4,7.7640533E-4,1.0542758,4.0E-5
7.5,1.1595659E-5,1.2809488E-5,5.2808977E-5,4.1226454,4.0E-5,4.9694736E-5,5.4896736E-5,9.489454E-5,1.7286007,4.0E-5,6.0486543E-4,6.681785E-4,7.081518E-4,1.0598242,4.0E-5
7.6,2.997694E-6,3.3286635E-6,3.3286635E-6,1.0,0.0,1.28471975E-5,1.42656645E-5,1.42656645E-5,1.0,0.0,1.564034E-4,1.7367791E-4,1.7367791E-4,1.0,0.0
