Magnitude,1 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only,10 yr TI Prob,TD Prob,ETAS Prob,ETAS/TD Gain,ETAS Triggered Only
6.0,2.9469383E-4,2.9825376E-4,3.182478E-4,1.067037,2.0E-5,0.0029430336,0.0029786653,0.003018546,1.0133889,4.0E-5
6.1,2.9469383E-4,2.9825376E-4,3.182478E-4,1.067037,2.0E-5,0.0029430336,0.0029786653,0.003018546,1.0133889,4.0E-5
6.2,2.9469383E-4,2.9825376E-4,3.182478E-4,1.067037,2.0E-5,0.0029430336,0.0029786653,0.003018546,1.0133889,4.0E-5
6.3,2.9469383E-4,2.9825376E-4,3.182478E-4,1.067037,2.0E-5,0.0029430336,0.0029786653,0.003018546,1.0133889,4.0E-5
6.4,2.9469383E-4,2.9825376E-4,3.182478E-4,1.067037,2.0E-5,0.0029430336,0.0029786653,0.003018546,1.0133889,4.0E-5
6.5,2.459117E-4,2.4804095E-4,2.6803598E-4,1.0806118,2.0E-5,0.0024563975,0.002477729,0.0025176299,1.0161039,4.0E-5
6.6,2.459117E-4,2.4804095E-4,2.6803598E-4,1.0806118,2.0E-5,0.0024563975,0.002477729,0.0025176299,1.0161039,4.0E-5
6.7,2.2157225E-4,2.2299135E-4,2.4298689E-4,1.0896696,2.0E-5,0.0022135144,0.0022277518,0.0022676627,1.0179154,4.0E-5
6.8,2.1485193E-4,2.160734E-4,2.3606909E-4,1.0925411,2.0E-5,0.0021464431,0.0021587082,0.0021986219,1.0184896,4.0E-5
6.9,2.0159081E-4,2.0242184E-4,2.124198E-4,1.0493917,1.0E-5,0.0020140803,0.002022446,0.0020523854,1.0148035,3.0E-5
7.0,1.9276788E-4,1.9333926E-4,2.0333733E-4,1.0517125,1.0E-5,0.0019260074,0.0019317807,0.0019617227,1.0154997,3.0E-5
7.1,1.861918E-4,1.8641229E-4,1.9641043E-4,1.0536345,1.0E-5,0.0018603588,0.0018626289,0.001892573,1.0160763,3.0E-5
7.2,1.4621185E-4,1.4487868E-4,1.5487723E-4,1.0690132,1.0E-5,0.001461157,0.0014478569,0.0014678279,1.0137935,2.0E-5
7.3,1.3483623E-4,1.3283623E-4,1.428349E-4,1.0752707,1.0E-5,0.0013475444,0.0013275818,0.0013475553,1.0150449,2.0E-5
7.4,1.276441E-4,1.25047E-4,1.3504575E-4,1.07996,1.0E-5,0.0012757082,0.0012497796,0.0012697546,1.0159829,2.0E-5
7.5,1.0654447E-4,9.8667166E-5,1.0866618E-4,1.1013409,1.0E-5,0.001064934,9.862408E-4,0.001006221,1.020259,2.0E-5
7.6,9.562107E-5,8.5560634E-5,9.555978E-5,1.1168662,1.0E-5,9.5579936E-4,8.5528276E-4,8.752657E-4,1.0233641,2.0E-5
7.7,7.715353E-5,6.534551E-5,7.5344855E-5,1.1530226,1.0E-5,7.7126746E-4,6.532707E-4,6.6326413E-4,1.0152975,1.0E-5
7.8,4.0163945E-5,3.166871E-5,3.166871E-5,1.0,0.0,4.0156685E-4,3.1664805E-4,3.1664805E-4,1.0,0.0
7.9,9.207345E-6,4.807334E-6,4.807334E-6,1.0,0.0,9.206964E-5,4.807699E-5,4.807699E-5,1.0,0.0
8.0,5.45967E-6,1.3018183E-6,1.3018183E-6,1.0,0.0,5.459536E-5,1.3022789E-5,1.3022789E-5,1.0,0.0
8.1,4.109428E-6,7.235534E-7,7.235534E-7,1.0,0.0,4.109352E-5,7.2401926E-6,7.2401926E-6,1.0,0.0
8.2,6.9482525E-7,9.25329E-8,9.25329E-8,1.0,0.0,6.9482307E-6,9.272953E-7,9.272953E-7,1.0,0.0
