Parent ID,Parent Name,Triggered 10 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 10 Year Prob,Triggered 10 Year Primary Mean Count
861,Airport Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Anacapa-Dume alt 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Anaheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Ash Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,Baker,6.684492E-5,2.6737967E-5,2.6737967E-5,5.3475935E-5,6.684492E-5,6.684492E-5,0.0
668,Bartlett Springs 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,Battle Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Bennett Valley 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Bicycle Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Big Pine (Central),0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,Big Pine (East),0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Big Pine (West),0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Blue Cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Brawley (Seismic Zone) alt 1,1.6042781E-4,5.3475935E-5,9.358289E-5,9.358289E-5,1.2032085E-4,1.6042781E-4,4.0106952E-5
541,Breckenridge 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Bullion Mountains,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Burnt Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Butano 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cady,0.0,0.0,0.0,0.0,0.0,0.0,0.0
