Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.059951067,0.04834798,0.038
6.1,0.059951067,0.04834798,0.038
6.2,0.059951067,0.04834798,0.038
6.3,0.059951067,0.04834798,0.038
6.4,0.059951067,0.04834798,0.038
6.5,0.05921758,0.047588702,0.037
6.6,0.05921758,0.047588702,0.037
6.7,0.05773508,0.045900155,0.034
6.8,0.05372818,0.041648466,0.033
6.9,0.04930456,0.037025325,0.028
7.0,0.047772545,0.035435155,0.028
7.1,0.045608893,0.033681225,0.026
7.2,0.042139184,0.030566443,0.023
7.3,0.03947086,0.028446369,0.022
7.4,0.037251726,0.026569562,0.021
7.5,0.033402704,0.022949513,0.016
7.6,0.028034491,0.017697886,0.014
7.7,0.024733288,0.014620135,0.011
7.8,0.017554436,0.009993208,0.008
7.9,0.0050747804,0.0030116595,0.004
8.0,5.9145543E-4,3.5358663E-4,0.001
