Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.31233054,0.35545203,0.21
6.1,0.31233054,0.35545203,0.21
6.2,0.31233054,0.35545203,0.21
6.3,0.31233054,0.35545203,0.21
6.4,0.31233054,0.35545203,0.21
6.5,0.27412298,0.3151923,0.178
6.6,0.27412298,0.3151923,0.178
6.7,0.054011483,0.037894454,0.012
6.8,0.05096846,0.03582395,0.012
6.9,0.05096846,0.03582395,0.012
7.0,0.04678761,0.03338028,0.009
7.1,0.03862394,0.027496597,0.008
7.2,0.03458485,0.024502773,0.007
7.3,0.020399636,0.015046653,0.005
