Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.29110852,0.31489703,0.274
6.1,0.29110852,0.31489703,0.274
6.2,0.29110852,0.31489703,0.274
6.3,0.21575403,0.2319052,0.187
6.4,0.21575403,0.2319052,0.187
6.5,0.1987384,0.21388376,0.176
6.6,0.19684294,0.21188085,0.175
6.7,0.17521557,0.18893535,0.153
6.8,0.1450092,0.15676449,0.127
6.9,0.13379058,0.14472325,0.115
7.0,0.11981842,0.1297395,0.103
7.1,0.1075162,0.11629039,0.085
7.2,0.09355138,0.10099445,0.075
7.3,0.058682445,0.06345958,0.045
7.4,0.046816517,0.050641175,0.034
7.5,0.025346402,0.027030252,0.019
7.6,0.0082111005,0.0079969,0.006
7.7,0.005755832,0.0055025565,0.005
7.8,0.002738112,0.002440353,0.002
7.9,0.0015717698,0.0013300849,0.002
8.0,9.2080625E-4,6.6543894E-4,0.002
8.1,9.193365E-6,8.379637E-6,0.0
