Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.99999946,0.99475497,1.0
6.1,0.9999848,0.9790696,1.0
6.2,0.9999848,0.9790696,1.0
6.3,0.9998068,0.9524754,1.0
6.4,0.9992182,0.93035376,0.999
6.5,0.9980854,0.9092127,0.997
6.6,0.9958534,0.8872614,0.995
6.7,0.96258277,0.8079618,0.959
6.8,0.94846886,0.7824294,0.948
6.9,0.9249788,0.7385508,0.936
7.0,0.90855414,0.7085047,0.929
7.1,0.8848701,0.6668231,0.915
7.2,0.8701927,0.64020437,0.907
7.3,0.8342155,0.59893364,0.857
7.4,0.7612413,0.52603376,0.745
7.5,0.6394822,0.426422,0.598
7.6,0.6132355,0.40178856,0.565
7.7,0.558288,0.35495132,0.517
7.8,0.43807203,0.27031273,0.377
7.9,0.2809203,0.16513027,0.216
8.0,0.15718937,0.085724145,0.118
8.1,0.07989597,0.040329173,0.056
8.2,0.053792253,0.027248306,0.039
8.3,0.019471124,0.010702377,0.016
