Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.4422353,0.4716162,0.3977591
6.1,0.4422353,0.4716162,0.3977591
6.2,0.4422353,0.4716162,0.3977591
6.3,0.4422353,0.4716162,0.3977591
6.4,0.273149,0.28298622,0.21288516
6.5,0.273149,0.28298622,0.21288516
6.6,0.270102,0.28002405,0.20728292
6.7,0.25919184,0.2692937,0.19607843
6.8,0.20557708,0.21360853,0.1232493
6.9,0.18937056,0.1970402,0.12044818
7.0,0.15062425,0.15670386,0.086834736
7.1,0.09079918,0.095027044,0.05602241
7.2,0.058324784,0.06150557,0.039215688
7.3,0.031429708,0.033026837,0.022408964
7.4,0.013372163,0.013837925,0.0028011205
7.5,0.009226421,0.009527714,0.0028011205
7.6,0.0034181245,0.003545765,0.0
7.7,9.438044E-4,0.0010001983,0.0
