Magnitude,1 wk TI Prob,1 wk TD Prob,1 wk ETAS Prob,1 wk ETAS/TD Gain,1 wk ETAS Triggered Only,1 mo TI Prob,1 mo TD Prob,1 mo ETAS Prob,1 mo ETAS/TD Gain,1 mo ETAS Triggered Only,1 yr TI Prob,1 yr TD Prob,1 yr ETAS Prob,1 yr ETAS/TD Gain,1 yr ETAS Triggered Only
6.0,3.0708583E-5,3.3104585E-5,1.1310194E-4,3.416504,8.0E-5,1.3160157E-4,1.4186984E-4,3.0184715E-4,2.1276343,1.6E-4,0.0016010714,0.0017260336,0.0019656194,1.1388072,2.4E-4
6.1,3.0708583E-5,3.3104585E-5,1.1310194E-4,3.416504,8.0E-5,1.3160157E-4,1.4186984E-4,3.0184715E-4,2.1276343,1.6E-4,0.0016010714,0.0017260336,0.0019656194,1.1388072,2.4E-4
6.2,1.1707779E-5,1.2548166E-5,5.2547664E-5,4.187677,4.0E-5,5.017523E-5,5.3776796E-5,1.337725E-4,2.4875505,8.0E-5,6.107122E-4,6.5454544E-4,8.144407E-4,1.2442845,1.6E-4
6.3,1.1707779E-5,1.2548166E-5,5.2547664E-5,4.187677,4.0E-5,5.017523E-5,5.3776796E-5,1.337725E-4,2.4875505,8.0E-5,6.107122E-4,6.5454544E-4,8.144407E-4,1.2442845,1.6E-4
6.4,7.929244E-6,8.482096E-6,4.8481757E-5,5.715776,4.0E-5,3.3982033E-5,3.6351354E-5,7.63499E-5,2.1003318,4.0E-5,4.136527E-4,4.424919E-4,5.224565E-4,1.1807142,8.0E-5
6.5,5.8832115E-6,6.2874497E-6,6.2874497E-6,1.0,0.0,2.521352E-5,2.6945949E-5,2.6945949E-5,1.0,0.0,3.0693135E-4,3.280201E-4,3.6800696E-4,1.1219038,4.0E-5
6.6,5.8832115E-6,6.2874497E-6,6.2874497E-6,1.0,0.0,2.521352E-5,2.6945949E-5,2.6945949E-5,1.0,0.0,3.0693135E-4,3.280201E-4,3.6800696E-4,1.1219038,4.0E-5
6.7,3.0715053E-6,3.2822265E-6,3.2822265E-6,1.0,0.0,1.3163528E-5,1.4066616E-5,1.4066616E-5,1.0,0.0,1.6025416E-4,1.7124876E-4,2.112419E-4,1.2335384,4.0E-5
6.8,2.2722281E-6,2.4293208E-6,2.4293208E-6,1.0,0.0,9.738084E-6,1.0411339E-5,1.0411339E-5,1.0,0.0,1.1855473E-4,1.2675159E-4,1.6674653E-4,1.3155379,4.0E-5
6.9,9.952399E-7,1.0656032E-6,1.0656032E-6,1.0,0.0,4.265307E-6,4.5668658E-6,4.5668658E-6,1.0,0.0,5.1928873E-5,5.560069E-5,5.560069E-5,1.0,0.0
7.0,4.7385504E-7,5.076783E-7,5.076783E-7,1.0,0.0,2.0308057E-6,2.1757642E-6,2.1757642E-6,1.0,0.0,2.4724779E-5,2.6489928E-5,2.6489928E-5,1.0,0.0
