Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.70928997,0.7381371,0.688
6.1,0.70928997,0.7381371,0.625
6.2,0.54775894,0.5714281,0.479
6.3,0.54775894,0.5714281,0.479
6.4,0.48523,0.5082449,0.417
6.5,0.45327634,0.4758153,0.384
6.6,0.3927369,0.41322935,0.332
6.7,0.36203504,0.38108724,0.306
6.8,0.32942665,0.3457635,0.264
6.9,0.28895617,0.3014252,0.219
7.0,0.26568732,0.27602047,0.202
7.1,0.24154669,0.24969417,0.186
7.2,0.22137594,0.22830471,0.172
7.3,0.20068946,0.20634134,0.152
7.4,0.17260155,0.17629069,0.124
7.5,0.13654418,0.13795592,0.089
7.6,0.057386234,0.05534516,0.038
7.7,0.033599235,0.030945133,0.015
7.8,0.020409696,0.017841961,0.01
7.9,1.8457326E-4,1.5219268E-4,0.0
