Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.5508598,0.5783739,0.385
6.1,0.5508598,0.5783739,0.385
6.2,0.32641065,0.30819845,0.178
6.3,0.32641065,0.30819845,0.178
6.4,0.27889216,0.2539429,0.144
6.5,0.25131553,0.22253649,0.122
6.6,0.2233479,0.19069646,0.094
6.7,0.20875514,0.17416617,0.079
6.8,0.17724477,0.13824637,0.058
6.9,0.15247156,0.11055441,0.041
7.0,0.12513012,0.07970562,0.031
7.1,0.10935375,0.06627658,0.026
7.2,0.0873551,0.044738527,0.019
7.3,0.0646471,0.028114684,0.011
7.4,0.051753663,0.021623138,0.006
7.5,0.030017076,0.014107024,0.004
7.6,0.0034260035,0.002453346,0.001
