Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.92568094,0.84154904,0.904
6.1,0.924177,0.8399012,0.899
6.2,0.92033887,0.83557945,0.896
6.3,0.9110741,0.82527614,0.881
6.4,0.8880132,0.79901415,0.855
6.5,0.7883591,0.6978148,0.731
6.6,0.69378793,0.61994815,0.6
6.7,0.63668877,0.57802284,0.53
6.8,0.44088355,0.45173478,0.286
6.9,0.37557262,0.3934713,0.231
7.0,0.31966048,0.3405414,0.177
7.1,0.27638924,0.2979109,0.14
7.2,0.24128991,0.26155746,0.117
7.3,0.1883349,0.20339066,0.094
7.4,0.16162421,0.17418312,0.078
7.5,0.138153,0.14986035,0.063
7.6,0.11085739,0.1207304,0.048
7.7,0.027969718,0.032595225,0.01
7.8,0.001287301,0.0015211273,0.001
