Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.6916309,0.76052403,0.761
6.1,0.6916309,0.76052403,0.761
6.2,0.5013886,0.58263487,0.558
6.3,0.5013886,0.58263487,0.558
6.4,0.4833542,0.5663119,0.545
6.5,0.4833542,0.5663119,0.545
6.6,0.44351608,0.52806705,0.496
6.7,0.44024912,0.5248494,0.492
6.8,0.39920074,0.48127988,0.434
6.9,0.29353076,0.3621517,0.281
7.0,0.26422733,0.32856494,0.249
7.1,0.23093799,0.289995,0.214
7.2,0.22497693,0.2831416,0.205
7.3,0.2163501,0.27255487,0.187
7.4,0.20975913,0.26453158,0.181
7.5,0.16868417,0.2137082,0.139
7.6,0.14749219,0.18720014,0.124
7.7,0.117639326,0.15081075,0.09
7.8,0.084952295,0.10729741,0.068
7.9,0.06540824,0.08173049,0.052
8.0,0.035221003,0.044062007,0.018
8.1,0.00953767,0.012359031,0.004
