Parent ID,Parent Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
861,Airport Lake,4.2E-5,0.021,7.597581E-5
667,Almanor 2011 CFM,0.0,0.0,0.0
219,Anacapa-Dume alt 1,1.08E-4,0.051,1.9134927E-4
197,Anaheim,2.2E-5,0.011,5.7360277E-5
722,Antelope Valley 2011,0.0,0.0,0.0
845,Ash Hill,0.0,0.0,0.0
881,Baker,4.2E-5,0.021,6.291715E-5
668,Bartlett Springs 2011 CFM,9.92E-4,0.433,0.0018742934
669,Battle Creek 2011 CFM,4.2E-5,0.021,1.3515844E-4
842,Bear River fault zone,1.54E-4,0.076,2.9906616E-4
581,Bennett Valley 2011 CFM,3.6E-5,0.018,6.4429725E-5
158,Bicycle Lake,0.0,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,3.9E-4,0.187,5.07167E-4
192,Big Pine (Central),6.2E-5,0.031,5.2561645E-5
191,Big Pine (East),1.3E-4,0.065,1.12041205E-4
200,Big Pine (West),1.0E-5,0.005,1.2352267E-5
87,Blackwater,1.6E-5,0.008,2.4725085E-5
169,Blue Cut,1.6E-4,0.08,2.0261868E-4
170,Brawley (Seismic Zone) alt 1,0.00383,0.97,0.003998075
541,Breckenridge 2011,6.0E-6,0.003,3.5571426E-5
882,Bullion Mountains,7.0E-5,0.035,1.7905983E-4
94,Burnt Mtn,0.0,0.0,0.0
561,Butano 2011 CFM,2.64E-4,0.127,2.904399E-4
165,Cady,2.2E-5,0.011,3.578345E-5
602,Calaveras (Central) 2011 CFM,0.002382,0.751,0.0029983001
601,Calaveras (No) 2011 CFM,0.001042,0.442,0.0014444471
621,Calaveras (So) - Paicines extension 2011 CFM,0.00213,0.692,0.0026019937
603,Calaveras (So) 2011 CFM,0.00201,0.679,0.0025435886
88,Calico-Hidalgo,5.26E-4,0.25,7.6611905E-4
724,Camp Rock 2011,7.0E-5,0.035,2.8771404E-4
173,Canada David (Detachment),5.8E-5,0.029,1.2774584E-4
176,Carlsbad,6.8E-5,0.034,1.3081725E-4
721,Carson Range (Genoa),1.96E-4,0.098,3.9994184E-4
670,Casmalia 2011 CFM,1.04E-4,0.051,1.2043807E-4
34,Cedar Mtn-Mahogany Mtn,2.8E-5,0.014,2.6622296E-5
172,Cerro Prieto,0.004198,0.955,0.0048668785
129,Channel Islands Thrust,3.12E-4,0.153,4.5156674E-4
214,Channel Islands Western Deep Ramp,1.92E-4,0.09,2.463987E-4
238,Chino alt 1,4.4E-5,0.022,9.32119E-5
124,Clamshell-Sawpit,5.4E-5,0.027,9.479168E-5
844,Clayton,5.8E-5,0.029,1.08032815E-4
81,Cleghorn,1.42E-4,0.071,1.4745536E-4
884,Cleghorn Lake,5.0E-5,0.025,8.0133614E-5
883,Cleghorn Pass,0.0,0.0,0.0
582,Collayami 2011 CFM,0.0,0.0,0.0
184,Compton,1.54E-4,0.076,4.0034094E-4
622,Concord 2011 CFM,2.94E-4,0.144,5.119416E-4
626,Contra Costa (Lafayette) 2011 CFM,1.5E-4,0.073,2.3754746E-4
633,Contra Costa Shear Zone (connector) 2011 CFM,1.56E-4,0.076,2.552541E-4
776,Coronado Bank alt1,3.16E-4,0.156,5.7263015E-4
157,Coyote Canyon,0.0,0.0,0.0
163,Coyote Lake,0.0,0.0,0.0
125,Cucamonga,2.7E-4,0.13,4.895135E-4
894,Davis Creek,0.0,0.0,3.3632054E-7
245,Death Valley (Black Mtns Frontal),3.26E-4,0.162,7.0885406E-4
45,Death Valley (Fish Lake Valley),2.96E-4,0.148,6.752397E-4
46,Death Valley (No),3.8E-4,0.19,8.293491E-4
246,Death Valley (So),3.4E-4,0.164,6.00449E-4
51,Deep Springs,0.0,0.0,0.0
230,Del Valle,1.36E-4,0.068,3.2967268E-4
889,Dog Valley,3.2E-5,0.016,6.0627925E-5
888,Dry Mountain,0.0,0.0,0.0
249,Earthquake Valley,3.7E-4,0.181,7.009399E-4
255,Earthquake Valley (No  Extension),3.74E-4,0.183,7.042209E-4
256,Earthquake Valley (So Extension),2.78E-4,0.138,5.24377E-4
671,East Huasna 2011 CFM,2.2E-5,0.01,2.5013444E-5
672,Eaton Roughs 2011 CFM,6.12E-4,0.281,0.001049012
96,Elmore Ranch,0.0,0.0,0.0
103,Elsinore (Coyote Mountains),1.92E-4,0.096,4.005137E-4
296,Elsinore (Glen Ivy) rev,4.08E-4,0.2,7.4936193E-4
102,Elsinore (Julian),2.74E-4,0.135,5.801104E-4
402,Elsinore (Stepovers Combined),3.64E-4,0.179,6.9474045E-4
299,Elsinore (Temecula) rev,3.78E-4,0.186,7.259387E-4
196,Elysian Park (Lower CFM),1.6E-5,0.008,2.512253E-5
146,Elysian Park (Upper),1.66E-4,0.08,2.921796E-4
90,Emerson-Copper Mtn 2011,1.5E-4,0.075,5.744815E-4
95,Eureka Peak,4.0E-6,0.002,3.5992114E-6
20,Fickle Hill (alt1),1.58E-4,0.077,2.297451E-4
698,Fish Slough 2011 CFM,4.0E-5,0.02,8.679426E-5
893,Fitzhugh Creek,0.0,0.0,0.0
204,Fontana (Seismicity),0.0,0.0,0.0
634,Franklin 2011 CFM,2.82E-4,0.136,4.2132963E-4
699,Garberville - Briceland 2011 CFM,6.0E-4,0.281,9.926428E-4
159,Garlic Springs,0.0,0.0,0.0
341,Garlock (Central),0.001216,0.538,0.0016125423
48,Garlock (East),5.08E-4,0.242,6.136682E-4
49,Garlock (West),6.2E-4,0.302,8.763175E-4
700,Gillem - Big Crack 2011 CFM,0.0,0.0,0.0
160,Goldstone Lake,8.0E-6,0.004,3.8811875E-5
701,Goose Lake 2011 CFM,8.0E-6,0.004,1.6333173E-5
86,Gravel Hills-Harper Lk,6.0E-5,0.03,2.673602E-4
131,Great Valley 01,4.0E-6,0.002,1.0784106E-5
133,Great Valley 02,2.0E-5,0.01,3.0836116E-5
132,Great Valley 03 Mysterious Ridge,3.18E-4,0.156,4.5784956E-4
383,Great Valley 03a Dunnigan Hills,0.0,0.0,0.0
134,Great Valley 04a Trout Creek,3.12E-4,0.153,4.4478936E-4
381,Great Valley 04b Gordon Valley,2.04E-4,0.101,2.8020548E-4
717,Great Valley 05 Pittsburg - Kirby Hills alt1,0.0,0.0,0.0
645,Great Valley 06 (Midland) 2011 CFM alt1,2.0E-5,0.01,6.4830434E-5
136,Great Valley 07 (Orestimba),0.0,0.0,0.0
137,Great Valley 08 (Quinto),1.6E-5,0.008,1.4103558E-5
151,Great Valley 09 (Laguna Seca),3.8E-5,0.019,1.3992583E-4
138,Great Valley 10 (Panoche),5.0E-5,0.025,1.6859228E-4
139,Great Valley 11,5.6E-5,0.028,2.3286787E-4
140,Great Valley 12,6.0E-5,0.029,2.7779874E-4
142,Great Valley 13 (Coalinga),6.4E-5,0.032,3.3030586E-4
141,Great Valley 14 (Kettleman Hills),9.0E-5,0.045,3.2380995E-4
623,Green Valley 2011 CFM,4.22E-4,0.203,7.703266E-4
636,Greenville (No) 2011 CFM,3.66E-4,0.174,6.3933566E-4
635,Greenville (So) 2011 CFM,2.5E-4,0.118,4.2564902E-4
702,Hartley Springs 2011 CFM,2.0E-5,0.01,9.583507E-5
37,Hat Creek-McArthur-Mayfield,8.4E-5,0.042,1.38341E-4
639,Hayward (No) 2011 CFM,0.00238,0.802,0.0028100798
638,Hayward (So) 2011 CFM,0.001992,0.708,0.0022261087
637,Hayward (So) extension 2011 CFM,6.22E-4,0.28,6.527399E-4
167,Hector Mine,8.2E-5,0.04,2.6068455E-4
84,Helendale-So Lockhart,1.04E-4,0.052,1.9273565E-4
703,Hilton Creek 2011 CFM,7.8E-5,0.039,2.8115537E-4
108,Hollywood,2.58E-4,0.124,4.4219464E-4
228,Holser alt 1,4.8E-5,0.024,1.5307438E-4
723,Homestead Valley 2011,2.0E-6,0.001,1.6005126E-4
704,Honey Lake 2011 CFM,0.0,0.0,0.0
30,Hosgri,3.0E-4,0.143,6.2775466E-4
208,Hosgri (Extension),5.6E-5,0.028,1.0961761E-4
50,Hunter Mountain-Saline Valley,5.48E-4,0.266,9.11168E-4
677,Hunting Creek - Bartlett Springs connector 2011,6.94E-4,0.32,0.0013929813
640,Hunting Creek - Berryessa 2011 CFM,4.34E-4,0.209,8.5654604E-4
97,Imperial,0.003674,0.96,0.0038191879
678,Incline Village 2011 CFM,0.0,0.0,0.0
65,Independence rev 2011,5.8E-5,0.029,7.850526E-5
892,Jess Valley,0.0,0.0,0.0
91,Johnson Valley (No) 2011 rev,6.2E-5,0.031,3.3994426E-4
168,Joshua Tree (Seismicity),1.8E-5,0.009,2.2177855E-5
679,Keddie Ridge 2011 CFM,0.0,0.0,0.0
542,Kern Canyon (Lake Isabella) 2011,2.0E-5,0.01,7.186332E-5
544,Kern Canyon (North Kern) 2011,2.6E-5,0.013,5.983736E-5
543,Kern Canyon (South Kern) 2011,3.6E-5,0.018,8.939367E-5
92,Kickapoo,0.0,0.0,9.508004E-5
680,King Range 2011 CFM,1.12E-4,0.056,1.5377485E-4
641,La Panza 2011,3.8E-5,0.019,3.5375855E-5
104,Laguna Salada,5.6E-5,0.028,1.0932959E-4
207,Lake Isabella (Seismicity),4.2E-5,0.021,8.845892E-5
642,Las Positas,0.0,0.0,0.0
890,Last Chance,3.2E-5,0.016,6.0627925E-5
85,Lenwood-Lockhart-Old Woman Springs,2.12E-4,0.104,4.2288622E-4
705,Likely 2011 CFM,3.8E-5,0.019,6.320352E-5
681,Lions Head 2011 CFM,1.8E-5,0.009,1.3459191E-5
144,Little Lake,5.6E-5,0.028,1.1952053E-4
16,Little Salmon (Offshore),5.4E-4,0.268,7.853599E-4
17,Little Salmon (Onshore),7.14E-4,0.342,9.6066925E-4
683,Los Alamos 2011 CFM,1.9E-4,0.095,1.6534318E-4
780,Los Alamos extension,2.24E-4,0.109,1.8950521E-4
643,Los Medanos - Roe Island,1.2E-5,0.006,3.5994537E-5
74,Los Osos 2011,4.8E-5,0.024,1.0061542E-4
201,Lost Hills,0.0,0.0,0.0
166,Ludlow,6.2E-5,0.031,8.9138215E-5
644,Maacama 2011 CFM,0.002254,0.761,0.0036327762
22,Mad River (alt1),2.46E-4,0.117,3.497078E-4
221,Malibu Coast (Extension) alt 1,1.2E-4,0.058,2.0764014E-4
220,Malibu Coast alt 1,1.48E-4,0.073,2.6646326E-4
164,Manix-Afton Hills,1.16E-4,0.057,1.7469274E-4
21,McKinleyville (alt1),1.32E-4,0.066,1.9718963E-4
155,McLean Lake,0.0,0.0,0.0
13,Mendocino,0.003954,0.978,0.004784016
605,Mission (connected) 2011 CFM,1.76E-4,0.082,2.3273149E-4
250,Mission Creek,2.46E-4,0.119,3.0505977E-4
779,Mission Hills 2011,3.0E-5,0.014,6.640258E-5
78,Mission Ridge-Arroyo Parida-Santa Ana,3.12E-4,0.145,4.976814E-4
686,Mohawk Valley 2011 CFM,5.2E-5,0.026,1.3186446E-4
707,Mono Lake 2011 CFM,0.0,0.0,0.0
646,Monte Vista - Shannon 2011 CFM,2.76E-4,0.135,2.8865447E-4
11,Monterey Bay-Tularcitos,1.62E-4,0.081,2.2746678E-4
188,Morales (East),3.0E-5,0.014,3.2837157E-5
187,Morales (West),2.4E-5,0.012,2.257481E-5
711,Mount Diablo Thrust North CFM,3.1E-4,0.15,5.309415E-4
713,Mount Diablo Thrust South,2.02E-4,0.101,3.265072E-4
156,Nelson Lake,0.0,0.0,0.0
122,Newport-Inglewood (Offshore),1.92E-4,0.095,3.8648912E-4
235,Newport-Inglewood alt 1,1.84E-4,0.09,4.5593578E-4
83,North Frontal  (East),7.2E-5,0.036,1.1723846E-4
82,North Frontal  (West),9.4E-5,0.047,1.3246997E-4
199,North Salt Lake,4.0E-6,0.002,1.2568424E-5
687,North Tahoe 2011 CFM,0.0,0.0,0.0
130,Northridge,1.98E-4,0.098,5.536416E-4
211,Northridge Hills,8.6E-5,0.042,2.5312632E-4
116,Oak Ridge (Onshore),6.64E-4,0.29,0.0012989475
709,Oceanic - West Huasna,1.28E-4,0.063,2.8492315E-4
777,Oceanside alt1,1.18E-4,0.058,2.7413946E-4
921,Ortigalita (North),1.8E-4,0.09,2.022232E-4
9,Ortigalita (South),1.82E-4,0.091,2.045316E-4
64,Owens Valley,3.6E-4,0.17,0.0010890675
891,Owens Valley Keough Hot Springs,1.8E-4,0.09,5.7324074E-4
47,Owl Lake,2.7E-4,0.135,3.2007715E-4
841,Ozena,3.4E-5,0.017,4.5748355E-5
109,Palos Verdes,4.62E-4,0.231,8.9218153E-4
244,Panamint Valley,6.3E-4,0.299,9.576881E-4
162,Paradise,1.62E-4,0.081,2.157114E-4
186,Peralta Hills,3.8E-5,0.019,5.2024217E-5
647,Pilarcitos 2011 CFM,1.56E-4,0.077,1.5622345E-4
