Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.05610577,0.05510527,0.036
6.1,0.05610577,0.05510527,0.036
6.2,0.05610577,0.05510527,0.036
6.3,0.05610577,0.05510527,0.036
6.4,0.05610577,0.05510527,0.036
6.5,0.041801903,0.04029462,0.033
6.6,0.04165582,0.040144604,0.033
6.7,0.04143852,0.039922412,0.032
6.8,0.039100677,0.037522815,0.026
6.9,0.037724856,0.03611395,0.023
7.0,0.036921367,0.035294283,0.023
7.1,0.028814817,0.026940152,0.019
7.2,0.024471916,0.022473667,0.016
7.3,0.019781029,0.01784558,0.007
7.4,0.013530197,0.012325677,0.005
7.5,0.009307584,0.00868603,0.001
7.6,0.005968577,0.00544377,0.001
7.7,0.002777733,0.0023114136,0.0
7.8,6.0866424E-4,3.5810188E-4,0.0
7.9,4.1781627E-6,3.0963865E-6,0.0
