Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.82503724,0.85035163,0.7424594
6.1,0.82503724,0.85035163,0.65429235
6.2,0.64226156,0.67344135,0.46171695
6.3,0.5727006,0.6077699,0.39443156
6.4,0.5362743,0.5728328,0.3712297
6.5,0.51718384,0.5542501,0.36658934
6.6,0.44390202,0.48131436,0.29698375
6.7,0.40441445,0.4413569,0.26914153
6.8,0.35314393,0.38726607,0.22041763
6.9,0.32769325,0.36022508,0.20417634
7.0,0.2762617,0.3052011,0.17169374
7.1,0.24818511,0.27508476,0.14849187
7.2,0.22114737,0.24604465,0.1276102
7.3,0.18872789,0.21085352,0.11600928
7.4,0.074272044,0.0844781,0.034802783
