Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.32122254,0.35890785,0.36426914
6.1,0.32122254,0.35890785,0.36426914
6.2,0.32122254,0.35890785,0.36426914
6.3,0.23816858,0.27040336,0.25986078
6.4,0.23816858,0.27040336,0.25986078
6.5,0.21442084,0.24580146,0.20417634
6.6,0.18634407,0.2165831,0.16705337
6.7,0.17138958,0.20110531,0.14617169
6.8,0.16026174,0.18925987,0.13225058
6.9,0.14583817,0.17409909,0.12064965
7.0,0.10224287,0.12843947,0.07424594
7.1,0.093615144,0.11826315,0.06960557
7.2,0.08503933,0.107260674,0.06264501
7.3,0.075126424,0.09426649,0.05336427
7.4,0.060816385,0.075770125,0.046403714
7.5,0.032615982,0.040474482,0.020881671
7.6,0.0057536047,0.0069986656,0.004640371
