Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.9118049,0.77248627,0.9362319
6.1,0.9058267,0.76373935,0.93043476
6.2,0.90462136,0.761776,0.93043476
6.3,0.90021574,0.75566626,0.93043476
6.4,0.89187944,0.74445236,0.9246377
6.5,0.8808043,0.73001754,0.915942
6.6,0.87556106,0.7231566,0.90724635
6.7,0.86856145,0.71456146,0.90144926
6.8,0.8522151,0.6961272,0.884058
6.9,0.81454986,0.6566429,0.857971
7.0,0.7546427,0.5983942,0.79710144
7.1,0.6852597,0.53656566,0.6927536
7.2,0.57679987,0.43517482,0.57101446
7.3,0.47259364,0.33925974,0.457971
7.4,0.3881481,0.26807553,0.37391305
7.5,0.28086284,0.18518463,0.27246377
7.6,0.114625074,0.07006061,0.11304348
7.7,0.009968095,0.0069193356,0.011594203
7.8,0.006666374,0.0037243543,0.008695652
7.9,0.004462044,0.002529794,0.0057971017
8.0,0.0030761154,0.0017390355,0.0057971017
8.1,0.0013397089,8.8477624E-4,0.0028985508
