Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.6916309,0.73406816,0.726
6.1,0.6916309,0.73406816,0.726
6.2,0.5013886,0.5467632,0.499
6.3,0.5013886,0.5467632,0.499
6.4,0.4833542,0.5296703,0.477
6.5,0.4833542,0.5296703,0.477
6.6,0.44351608,0.49014902,0.425
6.7,0.44024912,0.48683706,0.419
6.8,0.39920074,0.44308963,0.356
6.9,0.29353076,0.32578653,0.227
7.0,0.26422733,0.29320568,0.189
7.1,0.23093799,0.25617707,0.153
7.2,0.22497693,0.24955904,0.147
7.3,0.2163501,0.23955461,0.142
7.4,0.20975913,0.23177783,0.133
7.5,0.16868417,0.1832879,0.094
7.6,0.14749219,0.15846214,0.077
7.7,0.117639326,0.12564556,0.062
7.8,0.084952295,0.09092652,0.049
7.9,0.06540824,0.070018455,0.035
8.0,0.035221003,0.037015438,0.02
8.1,0.00953767,0.010169163,0.002
