Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.33699402,0.34020248,0.244
6.1,0.24881262,0.2510109,0.155
6.2,0.24881262,0.2510109,0.155
6.3,0.2077497,0.20955268,0.127
6.4,0.18150422,0.1830619,0.106
6.5,0.14861922,0.14987765,0.085
6.6,0.13487917,0.13601544,0.08
6.7,0.1174255,0.11840352,0.071
6.8,0.09899132,0.099794984,0.058
6.9,0.08548019,0.0861492,0.048
7.0,0.06974877,0.070269346,0.036
7.1,0.05645408,0.056856208,0.03
7.2,0.04042803,0.04069271,0.023
7.3,0.026530817,0.026684286,0.015
7.4,0.016906222,0.01698986,0.009
7.5,0.008483777,0.008505096,0.006
7.6,0.002541603,0.0025170648,0.002
7.7,1.5652725E-4,1.5086688E-4,0.001
7.8,1.9306071E-6,1.9357753E-6,0.0
