Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.79775894,0.8081734,0.545
6.1,0.79775894,0.8081734,0.545
6.2,0.79775894,0.8081734,0.545
6.3,0.6554297,0.66870624,0.394
6.4,0.6554297,0.66870624,0.394
6.5,0.548892,0.5665533,0.304
6.6,0.5338536,0.55146,0.293
6.7,0.44938555,0.47098362,0.227
6.8,0.42671937,0.44854853,0.211
6.9,0.3910056,0.41333047,0.194
7.0,0.35987434,0.38238287,0.182
7.1,0.3409677,0.36364326,0.172
7.2,0.31440112,0.33723202,0.157
7.3,0.1288722,0.1399105,0.053
7.4,0.021369152,0.02148739,0.006
7.5,0.016968522,0.01706916,0.005
7.6,0.009094592,0.009153739,0.002
7.7,0.0031222047,0.00313892,0.0
7.8,7.939731E-4,7.985924E-4,0.0
