Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.09555777,0.09672592,0.096
6.1,0.09555777,0.09672592,0.096
6.2,0.09555777,0.09672592,0.096
6.3,0.09555777,0.09672592,0.096
6.4,0.09555777,0.09672592,0.096
6.5,0.030704698,0.030546376,0.022
6.6,0.030704698,0.030546376,0.022
6.7,0.021615237,0.021406768,0.016
6.8,0.01650826,0.01627579,0.011
6.9,0.013850536,0.013606465,0.009
7.0,0.009239058,0.008967891,0.006
7.1,0.007894448,0.007613082,0.005
7.2,0.005414015,0.0051194187,0.004
7.3,0.0029078692,0.0026815676,0.002
